freq,animals,unit,geo\TIME_PERIOD	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,A4100,THS_HD,FRI1	735.00 	731.00 	715.00 	741.00 d	743.40 	795.20 	762.90 	772.34 	758.98 	767.17 p	763.24 p	784.28 
A,A4100,THS_HD,FRI2	451.00 	449.00 	442.00 	430.00 d	393.75 	401.40 	375.74 	377.10 	390.64 	345.74 p	345.83 p	306.45 
A,A4100,THS_HD,FRI3	555.00 	559.00 	547.00 	571.00 d	529.26 	619.02 	523.93 	488.50 	482.72 	435.93 p	427.05 p	396.15 
A,A4100,THS_HD,FRJ1	317.00 	329.00 	330.00 	317.00 d	301.83 	329.20 	307.84 	384.94 	363.43 	322.04 p	344.99 p	349.44 
A,A4100,THS_HD,FRJ2	1946.00 	1948.00 	1926.00 	1958.00 d	1922.57 	1926.72 	2072.23 	2052.92 	1953.59 	1889.54 p	1927.03 p	1893.96 
A,A4100,THS_HD,FRK1	488.00 	485.00 	483.00 	489.00 d	459.38 	476.95 	442.00 	439.34 	452.57 	413.33 p	412.49 p	381.41 
A,A4100,THS_HD,FRK2	371.00 	380.00 	378.00 	382.00 d	370.73 	376.78 	401.26 	448.61 	395.88 	360.56 p	366.25 p	336.82 
A,A4100,THS_HD,FRL0	836.00 	818.00 	795.00 	836.00 d	813.62 	844.55 	847.53 	810.45 	802.73 	801.70 p	778.73 p	782.08 
A,A4100,THS_HD,FRM0	107.00 	103.00 	105.00 	101.00 d	96.85 	83.55 	79.56 	138.90 	127.16 	115.24 p	118.49 p	115.52 
A,A4100,THS_HD,FRY1	: 	1.00 	1.00 	1.00 d	1.31 	1.36 	1.34 	1.48 	1.47 	1.41 p	1.44 p	1.39 
A,A4100,THS_HD,FRY2	10.00 	10.00 	10.00 	10.00 d	9.95 	10.36 	10.22 	7.07 	7.66 	7.24 p	7.39 p	7.23 
A,A4100,THS_HD,FRY3	1.00 	1.00 	1.00 	1.00 d	1.04 	1.08 	1.06 	3.43 	3.27 	3.14 p	3.17 p	3.06 
A,A4100,THS_HD,FRY4	2.00 	2.00 	2.00 	2.00 d	2.14 	2.22 	2.18 	4.39 	4.42 	4.18 p	4.24 p	4.14 
A,A4100,THS_HD,FRY5	: 	: 	: 	: 	: 	: 	: 	0.59 	0.56 	0.54 p	0.54 p	0.53 
A,A4100,THS_HD,HR01	33.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A4100,THS_HD,HR02	246.6 	: 	: 	: 	: 	: 	: 	: 	: 	266.70 b	217.40 	229.60 
A,A4100,THS_HD,HR03	339.30 	341.90 	327.60 	378.30 	382.80 	327.70 	346.80 	339.20 	327.80 	337.30 b	292.30 	284.60 
A,A4100,THS_HD,HR04	: 	263.00 	280.10 	240.60 	254.00 	308.60 	310.40 	322.80 	326.50 	: 	: 	: 
A,A4100,THS_HD,HR05	: 	: 	: 	: 	: 	: 	: 	: 	: 	6.80 b	7.40 	1.30 
A,A4100,THS_HD,HR06	: 	: 	: 	: 	: 	: 	: 	: 	: 	32.00 b	35.00 	37.10 
A,A4100,THS_HD,HU10	77.00 	62.00 	66.00 	81.00 	82.00 	84.00 	81.00 	76.00 	69.40 	: 	: 	: 
A,A4100,THS_HD,HU11	: 	: 	: 	: 	2.00 	14.00 	14.00 	1.60 	1.10 	0.50 	0.10 	2.40 
A,A4100,THS_HD,HU12	: 	: 	: 	: 	80.00 	70.00 	67.00 	71.90 	68.20 	50.40 	51.30 	50.10 
A,A4100,THS_HD,HU21	104.00 	108.00 	110.00 	85.00 	77.00 	90.00 	80.00 	78.10 	79.20 	69.40 	88.10 	87.10 
A,A4100,THS_HD,HU22	28.00 	28.00 	28.00 	27.00 	23.00 	22.00 	21.00 	25.10 	24.30 	27.30 	30.90 	24.00 
A,A4100,THS_HD,HU23	110.00 	91.00 	93.00 	94.00 	95.00 	94.00 	88.00 	70.70 	61.90 	67.00 	67.00 	59.10 
A,A4100,THS_HD,HU31	76.00 	78.00 	86.00 	96.00 	110.00 	100.00 	97.00 	86.20 	95.20 	87.90 	95.40 	89.10 
A,A4100,THS_HD,HU32	485.00 	470.00 	450.00 	453.00 	436.00 	417.00 	417.00 	368.70 	355.80 	341.20 	334.00 	320.60 
A,A4100,THS_HD,HU33	334.00 	348.00 	357.00 	305.00 	323.00 	303.00 	277.00 	241.50 	201.20 	228.20 	240.30 	214.40 
A,A4100,THS_HD,IE01	1821.83 	1804.54 	1816.85 	1925.83 	: 	: 	: 	: 	: 	: 	: 	: 
A,A4100,THS_HD,IE02	1502.26 	1520.37 	1507.99 	1512.40 	: 	: 	: 	: 	: 	: 	: 	: 
A,A4100,THS_HD,IE04	: 	: 	: 	: 	1910.07 	1871.90 	1918.32 	1983.31 	2031.61 	2047.71 	1942.14 	1868.74 
A,A4100,THS_HD,IE05	: 	: 	: 	: 	1135.26 	1059.66 	1051.37 	1063.93 	1050.68 	1106.03 	1005.96 	968.03 
A,A4100,THS_HD,IE06	: 	: 	: 	: 	936.49 	866.92 	839.68 	829.98 	908.88 	864.29 	792.81 	754.87 
A,A4100,THS_HD,IS00	473.50 	: 	: 	473.00 	458.00 	432.00 	416.00 	401.00 	385.00 	367.19 	354.99 	345.44 
A,A4100,THS_HD,ITC1	119.99 	114.03 	112.73 	118.69 	121.15 	118.40 	119.79 	124.72 	118.63 	122.89 b	130.55 	113.73 
A,A4100,THS_HD,ITC2	1.72 	2.18 	1.94 	1.96 	1.85 	1.94 	2.10 	2.19 	1.83 	2.47 b	2.06 	1.61 
A,A4100,THS_HD,ITC3	13.70 	10.68 	16.76 	16.91 	9.26 	8.20 	9.05 	25.72 	24.28 	11.52 b	9.95 	8.41 
A,A4100,THS_HD,ITC4	106.65 	120.54 	113.26 	116.68 	120.19 	118.84 	125.09 	173.38 	150.32 	137.12 b	126.69 	101.96 
A,A4100,THS_HD,ITF1	181.17 	184.96 	184.17 	198.19 	218.24 	198.00 	211.45 	206.63 	192.83 	188.60 b	180.40 	123.98 
A,A4100,THS_HD,ITF2	71.43 	81.87 	81.97 	83.17 	82.09 	88.87 	89.12 	89.04 	84.31 	66.71 b	58.45 	40.59 
A,A4100,THS_HD,ITF3	187.42 	171.29 	171.51 	185.73 	193.40 	204.40 	215.72 	214.95 	200.56 	186.34 b	173.15 	154.20 
A,A4100,THS_HD,ITF4	263.98 	260.19 	259.66 	266.89 	241.23 	231.09 	202.96 	204.74 	194.58 	178.44 b	197.10 	149.62 
A,A4100,THS_HD,ITF5	298.46 	311.37 	307.90 	313.38 	291.56 	263.48 	248.35 	250.06 	220.32 	178.92 b	178.85 	143.39 
A,A4100,THS_HD,ITF6	247.97 	264.45 	261.87 	267.53 	237.19 	225.97 	256.35 	255.38 	243.23 	200.47 b	181.76 	158.93 
A,A4100,THS_HD,ITG1	713.88 	713.44 	713.20 	734.90 	718.76 	757.38 	670.77 	678.32 	674.98 	738.80 b	675.50 	617.17 
A,A4100,THS_HD,ITG2	3266.82 	3248.62 	3248.12 	3300.45 	3252.22 	3269.13 	3211.55 	3190.95 	3089.40 	3074.45 b	3110.89 	2658.12 
A,A4100,THS_HD,ITH1	23.93 	36.37 	35.92 	39.18 	43.86 	41.88 	40.83 	36.63 	37.00 	38.25 b	43.28 	36.74 
A,A4100,THS_HD,ITH2	40.58 	36.74 	36.76 	40.46 	46.85 	46.70 	47.86 	30.91 	31.67 	36.70 b	36.33 	37.27 
A,A4100,THS_HD,ITH3	47.76 	46.12 	51.16 	52.40 	48.14 	49.26 	52.28 	54.74 	59.18 	70.09 b	68.93 	56.77 
A,A4100,THS_HD,ITH4	8.29 	11.70 	12.03 	13.62 	12.05 	13.21 	15.14 	17.63 	16.66 	20.80 b	17.66 	15.88 
A,A4100,THS_HD,ITH5	88.84 	81.18 	78.49 	71.92 	63.53 	61.85 	64.92 	63.10 	60.01 	49.27 b	52.50 	37.99 
A,A4100,THS_HD,ITI1	426.90 	440.19 	431.39 	423.78 	450.16 	428.88 	366.52 	365.72 	363.85 	358.37 b	335.85 	263.49 
A,A4100,THS_HD,ITI2	229.23 	199.62 	200.03 	187.61 	178.03 	177.78 	149.46 	147.44 	150.03 	128.27 b	124.53 	76.86 
A,A4100,THS_HD,ITI3	136.55 	144.95 	144.97 	148.22 	157.82 	156.92 	151.06 	150.31 	145.51 	137.03 b	131.09 	94.96 
A,A4100,THS_HD,ITI4	706.58 	685.53 	684.70 	703.23 	727.83 	717.00 	750.53 	751.59 	669.17 	642.03 b	661.49 	498.68 
A,A4100,THS_HD,LT00	99.60 p	123.90 p	147.10 p	163.60 	169.70 p	164.30 p	152.10 p	140.60 p	136.90 p	: 	: 	: 
A,A4100,THS_HD,LT01	13.30 	17.50 	22.30 	24.50 	25.20 	25.80 	24.00 	22.50 	21.90 	22.16 	21.54 	21.00 
A,A4100,THS_HD,LT02	86.30 	106.40 	124.80 	139.10 	144.50 	138.50 	128.10 	118.10 	115.00 	113.47 	106.34 	103.42 
A,A4100,THS_HD,LU00	: 	: 	8.95 e	: 	: 	: 	8.68 e	: 	: 	9.00 d	: 	: 
A,A4100,THS_HD,LV00	84.85 	92.54 	102.28 p	106.63 	112.21 	107.29 p	99.82 p	91.89 	90.34 	87.32 	78.30 	69.64 p
A,A4100,THS_HD,ME00	191.00 	204.00 	195.00 	192.00 p	189.00 	187.00 p	182.10 p	176.58 p	165.92 p	161.38 p	155.10 p	144.92 p
A,A4100,THS_HD,MK00	732.00 	740.00 	734.00 	723.00 	725.00 	727.00 	684.00 	631.00 	633.00 	646.00 	587.00 	517.00 
A,A4100,THS_HD,MT00	10.93 	10.53 	11.08 	11.52 	11.74 	13.17 	13.16 	13.15 	12.73 	14.47 	13.99 	14.56 
A,A4100,THS_HD,NL11	87.00 	93.00 	81.00 	84.00 	84.00 	62.00 	61.00 	60.00 	61.00 	59.00 	59.00 	55.00 
A,A4100,THS_HD,NL12	200.00 	186.00 	175.00 	180.00 	182.00 	139.00 	139.00 	123.00 	126.00 	126.00 	112.00 	98.00 
A,A4100,THS_HD,NL13	56.00 	59.00 	58.00 	54.00 	55.00 	40.00 	42.00 	39.00 	41.00 	41.00 	37.00 	35.00 
A,A4100,THS_HD,NL21	77.00 	78.00 	75.00 	76.00 	74.00 	58.00 	58.00 	54.00 	59.00 	56.00 	53.00 	49.00 
A,A4100,THS_HD,NL22	150.00 	150.00 	150.00 	139.00 	137.00 	102.00 	106.00 	95.00 	97.00 	101.00 	91.00 	82.00 
A,A4100,THS_HD,NL23	12.00 	12.00 	14.00 	16.00 	14.00 	13.00 	13.00 	13.00 	13.00 	12.00 	10.00 	7.00 
A,A4100,THS_HD,NL31	55.00 	55.00 	53.00 	48.00 	47.00 	37.00 	44.00 	41.00 	41.00 	42.00 	: 	: 
A,A4100,THS_HD,NL32	157.00 	152.00 	146.00 	151.00 	145.00 	105.00 	108.00 	105.00 	102.00 	99.00 	84.00 	81.00 
A,A4100,THS_HD,NL33	120.00 	123.00 	120.00 	119.00 	114.00 	86.00 	83.00 	83.00 	83.00 	80.00 	: 	: 
A,A4100,THS_HD,NL34	40.00 	40.00 	38.00 	45.00 	44.00 	26.00 	28.00 	26.00 	28.00 	29.00 	27.00 	26.00 
A,A4100,THS_HD,NL35	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	36.00 	32.00 
A,A4100,THS_HD,NL36	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	74.00 	67.00 
A,A4100,THS_HD,NL41	81.00 	81.00 	82.00 	85.00 	80.00 	52.00 	54.00 	51.00 	56.00 	55.00 	59.00 	53.00 
A,A4100,THS_HD,NL42	39.00 	40.00 	41.00 	42.00 	40.00 	24.00 	23.00 	21.00 	22.00 	23.00 	23.00 	21.00 
A,A4100,THS_HD,PT11	342.01 	323.03 	306.82 	310.24 	297.14 	282.73 	271.89 	270.01 	285.49 	273.50 	266.68 	254.38 
A,A4100,THS_HD,PT15	41.88 	40.81 	44.10 	46.65 	47.07 	41.86 	44.70 	38.72 	39.85 	36.29 	36.85 	34.61 
A,A4100,THS_HD,PT16	477.77 	468.68 	472.07 	509.88 	505.56 	470.73 	473.12 	468.35 	481.36 	470.61 	: 	: 
A,A4100,THS_HD,PT17	41.70 	41.94 	40.17 	41.49 	44.81 	45.30 	41.61 	42.20 	40.44 	39.75 	: 	: 
A,A4100,THS_HD,PT18	1163.06 	1150.78 	1172.07 	1333.27 	1323.54 	1360.75 	1381.93 	1426.63 	1434.96 	1436.36 	: 	: 
A,A4100,THS_HD,PT19	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	417.42 	398.09 
A,A4100,THS_HD,PT1A	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9.72 	9.56 
A,A4100,THS_HD,PT1B	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	29.23 	26.65 
A,A4100,THS_HD,PT1C	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1332.57 	1274.60 
A,A4100,THS_HD,PT1D	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	112.37 	133.35 
A,A4100,THS_HD,PT20	3.36 	3.33 	3.32 	3.22 	3.88 p	2.88 	2.81 	3.58 	5.49 	6.52 	5.76 	6.06 
A,A4100,THS_HD,PT30	3.87 p	4.06 	4.06 	4.12 	3.54 p	2.90 	3.08 	3.42 	5.83 	6.25 	6.08 	5.14 
A,A4100,THS_HD,RO11	1407.00 	1610.40 	1649.40 	1668.90 	1679.50 	1709.90 	1810.10 	1764.80 	1821.30 	1831.80 	1839.00 	1879.50 
A,A4100,THS_HD,RO12	2047.10 	2095.60 	2117.90 	2151.90 	2292.00 	2316.10 	2285.90 	2215.50 	2160.30 	2201.40 	2303.90 	2299.50 
A,A4100,THS_HD,RO21	1326.50 	1369.70 	1395.90 	1403.20 	1395.80 	1431.10 	1408.00 	1444.30 	1371.70 	1372.00 	1393.80 	1413.50 
A,A4100,THS_HD,RO22	1401.10 	1439.30 	1508.60 	1485.10 	1494.10 	1537.30 	1592.70 	1606.10 	1565.30 	1620.00 	1603.60 	1511.70 
A,A4100,THS_HD,RO31	864.90 	884.10 	935.50 	934.00 	959.90 	974.00 	1003.70 	1002.20 	972.40 	980.60 	929.70 	1029.20 
A,A4100,THS_HD,RO32	29.00 	30.70 	30.30 	31.20 	30.30 	24.30 	27.00 	25.50 	12.00 	13.10 	10.10 	9.20 
A,A4100,THS_HD,RO41	633.80 	657.20 	679.30 	685.80 	668.60 	686.60 	693.10 	683.40 	626.10 	608.80 	613.00 	613.80 
A,A4100,THS_HD,RO42	1426.20 	1431.20 	1492.60 	1515.40 	1461.60 	1497.10 	1538.20 	1539.70 	1558.30 	1619.70 	1606.40 	1687.00 
A,A4100,THS_HD,RS11	: 	80.50 	77.27 	52.25 	59.00 	73.00 	68.00 	70.00 	65.00 	61.83 	76.79 	75.03 
A,A4100,THS_HD,RS12	: 	243.15 	231.41 	275.28 	301.00 	291.00 	286.00 	277.00 	279.00 	282.33 	315.23 	314.64 
A,A4100,THS_HD,RS21	: 	1064.96 	1112.22 	1030.45 	1031.00 	1050.00 	1005.00 	1042.00 	1054.00 	1075.74 	1046.85 	1081.80 
A,A4100,THS_HD,RS22	: 	359.50 	368.25 	306.92 	312.00 	298.00 	283.00 	296.00 	298.00 	300.93 	277.94 	287.95 
A,A4100,THS_HD,SE11	21.13 	21.62 	23.03 	19.17 	22.05 	: 	: 	: 	: 	: 	: 	: 
A,A4100,THS_HD,SE12	127.11 	124.37 	127.99 	120.36 	126.02 	: 	: 	: 	: 	: 	: 	: 
A,A4100,THS_HD,SE21	154.58 	159.79 	155.64 	158.62 	167.76 	: 	: 	: 	: 	: 	: 	: 
A,A4100,THS_HD,SE22	78.09 	82.95 	84.88 	81.73 	87.10 	: 	: 	: 	: 	: 	: 	: 
A,A4100,THS_HD,SE23	106.98 	107.38 	111.78 	113.52 	115.00 	: 	: 	: 	: 	: 	: 	: 
A,A4100,THS_HD,SE31	50.91 	53.56 	35.65 	51.64 	55.53 	: 	: 	: 	: 	: 	: 	: 
A,A4100,THS_HD,SE32	19.81 	18.73 	19.56 	17.92 	15.62 	: 	: 	: 	: 	: 	: 	: 
A,A4100,THS_HD,SE33	18.17 	20.37 	18.99 	15.22 	17.00 	: 	: 	: 	: 	: 	: 	: 
A,A4100,THS_HD,SK01	0.84 	0.97 	0.82 	0.91 	1.40 	1.27 	1.04 	: 	: 	: 	: 	: 
A,A4100,THS_HD,SK02	47.78 	48.72 	49.29 	45.92 	45.66 	44.68 	42.60 	: 	: 	: 	: 	: 
A,A4100,THS_HD,SK03	223.28 	220.26 	215.10 	205.78 	200.81 	194.80 	178.47 	: 	: 	: 	: 	: 
A,A4100,THS_HD,SK04	128.01 	121.21 	116.52 	116.29 	117.46 	110.37 	98.45 	: 	: 	: 	: 	: 
A,A4100,THS_HD,TR10	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	141.05 	145.67 
A,A4100,THS_HD,TR21	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	904.06 	920.22 
A,A4100,THS_HD,TR22	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1754.29 	1762.67 
A,A4100,THS_HD,TR31	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	638.47 	658.86 
A,A4100,THS_HD,TR32	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1033.15 	1015.23 
A,A4100,THS_HD,TR33	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2329.19 	2291.91 
A,A4100,THS_HD,TR41	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1647.15 	1709.67 
A,A4100,THS_HD,TR42	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	359.49 	318.05 
A,A4100,THS_HD,TR51	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1620.27 	1811.25 
A,A4100,THS_HD,TR52	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3338.27 	3536.75 
A,A4100,THS_HD,TR61	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1068.55 	1050.75 
A,A4100,THS_HD,TR62	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1343.18 	1471.77 
A,A4100,THS_HD,TR63	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1085.41 	1021.39 
A,A4100,THS_HD,TR71	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1982.70 	2265.54 
A,A4100,THS_HD,TR72	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2307.05 	2371.20 
A,A4100,THS_HD,TR81	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	45.67 	39.50 
A,A4100,THS_HD,TR82	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	282.50 	264.27 
A,A4100,THS_HD,TR83	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1096.26 	1021.20 
A,A4100,THS_HD,TR90	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	706.28 	713.38 
A,A4100,THS_HD,TRA1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1418.16 	1358.35 
A,A4100,THS_HD,TRA2	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2964.20 	3340.88 
A,A4100,THS_HD,TRB1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1860.00 	1969.63 
A,A4100,THS_HD,TRB2	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4766.41 	4984.73 
A,A4100,THS_HD,TRC1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	852.64 	826.25 
A,A4100,THS_HD,TRC2	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3745.21 	4259.56 
A,A4100,THS_HD,TRC3	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2770.87 	2951.92 
A,A4100,THS_HD,UKN0	1233.00 	1293.00 	1318.00 	1363.00 	1402.00 p	1363.00 p	1287.00 	: 	: 	: 	: 	: 
A,A4200,THS_HD,AL01	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	151.24 
A,A4200,THS_HD,AL02	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	80.45 
A,A4200,THS_HD,AL03	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	383.50 
A,A4200,THS_HD,AT11	1000.00 	0.91 	0.94 	1.09 	1.24 	1.32 	1.26 	1.18 	1.38 	1.18 	1.21 	1.37 
A,A4200,THS_HD,AT12	14.98 	14.81 	15.35 	14.93 	16.56 	16.45 	16.00 	16.53 	17.36 	17.00 	16.34 	15.98 
A,A4200,THS_HD,AT13	195.00 	0.11 	0.18 	0.12 	0.16 	0.15 	0.16 	0.12 	0.17 	0.15 	0.16 	0.16 
A,A4200,THS_HD,AT21	4.47 	4.39 	4.30 	4.75 	5.37 	5.52 	6.60 	5.57 	6.23 	5.69 	6.00 	6.00 
A,A4200,THS_HD,AT22	7.49 	6.76 	6.82 	7.44 	8.21 	7.83 	7.96 	8.40 	9.21 	8.84 	8.94 	8.94 
A,A4200,THS_HD,AT31	21.31 	19.91 	23.32 	26.87 	29.49 	30.01 	29.42 	30.26 	32.35 	31.78 	29.51 	28.02 
A,A4200,THS_HD,AT32	5.19 	5.34 	5.61 	5.90 	6.69 	7.06 	7.15 	7.16 	8.15 	8.09 	8.27 	8.14 
A,A4200,THS_HD,AT33	13.23 	14.70 	15.84 	16.65 	18.52 	18.35 	18.83 	18.02 	20.26 	20.56 	20.85 	21.48 
A,A4200,THS_HD,AT34	4.21 	3.78 	4.25 	4.98 	4.90 	4.84 	5.14 	5.52 	5.49 	5.74 	5.67 	5.75 
A,A4200,THS_HD,BE10	0.03 	: 	: 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 
A,A4200,THS_HD,BE21	10.49 	: 	: 	18.80 	: 	: 	: 	: 	: 	: 	: 	: 
A,A4200,THS_HD,BE22	4.56 	: 	: 	3.71 	: 	: 	: 	: 	: 	: 	: 	: 
A,A4200,THS_HD,BE23	8.16 	: 	: 	10.42 	: 	: 	: 	: 	: 	: 	: 	: 
A,A4200,THS_HD,BE24	0.86 	: 	: 	0.74 	: 	: 	: 	: 	: 	: 	: 	: 
A,A4200,THS_HD,BE25	3.84 	: 	: 	5.48 	: 	: 	: 	: 	: 	: 	: 	: 
A,A4200,THS_HD,BE31	0.25 	: 	: 	0.34 	: 	: 	: 	: 	: 	: 	: 	: 
A,A4200,THS_HD,BE32	2.22 	: 	: 	3.37 	: 	: 	: 	: 	: 	: 	: 	: 
A,A4200,THS_HD,BE33	1.54 	: 	: 	1.80 	: 	: 	: 	: 	: 	: 	: 	: 
A,A4200,THS_HD,BE34	1.04 	: 	: 	1.13 	: 	: 	: 	: 	: 	: 	: 	: 
A,A4200,THS_HD,BE35	5.62 	: 	: 	4.99 	: 	: 	: 	: 	: 	: 	: 	: 
A,A4200,THS_HD,BG31	55.70 	54.51 	62.53 	53.19 	46.40 	39.86 	31.69 	39.32 	34.80 	28.79 	27.58 	23.29 
A,A4200,THS_HD,BG32	32.11 	26.74 	27.37 	25.97 	22.48 	27.24 	24.40 	34.12 	30.34 	26.75 	24.41 	22.59 
A,A4200,THS_HD,BG33	37.04 	34.14 	32.05 	28.34 	23.94 	28.97 	28.71 	27.98 	24.88 	20.34 	20.21 	17.58 
A,A4200,THS_HD,BG34	46.10 	42.65 	42.68 	42.89 	38.84 	43.27 	37.32 	41.66 	34.67 	30.39 	29.08 	26.84 
A,A4200,THS_HD,BG41	72.83 	98.39 	77.19 	49.26 	91.61 	88.09 	62.98 	65.71 	52.99 	45.27 	40.41 	30.57 
A,A4200,THS_HD,BG42	45.53 	36.22 	35.10 	37.91 	33.69 	44.31 	43.39 	44.62 	37.32 	32.48 	33.27 	29.13 
A,A4200,THS_HD,CY00	243.13 p	240.00 p	237.84 p	: 	: 	: 	250.41 e	261.11 	257.12 	250.41 e	233.92 	228.54 e
A,A4200,THS_HD,DEE0	: 	: 	: 	6.76 	: 	: 	: 	: 	: 	: 	: 	: 
A,A4200,THS_HD,EE00	: 	: 	5.00 e	: 	: 	: 	5.20 e	: 	: 	4.00 e	: 	: 
A,A4200,THS_HD,EL30	43.30 	43.70 	40.00 	32.70 	35.30 p	31.10 p	25.80 	20.80 	18.70 	18.00 	20.97 	15.91 
A,A4200,THS_HD,EL41	113.20 	105.60 	99.30 	100.90 	98.40 	100.50 	97.20 	95.00 	80.10 	80.10 	80.35 	73.39 
A,A4200,THS_HD,EL42	242.70 	243.10 	218.00 	207.40 	211.00 	195.30 	201.50 	169.50 	174.20 	147.00 	149.98 	122.57 
A,A4200,THS_HD,EL43	641.60 	627.70 	557.70 	564.40 	549.70 	538.80 	531.20 	542.90 	612.10 	515.10 	553.07 	570.64 
A,A4200,THS_HD,EL51	413.20 	426.80 	422.50 	413.70 	377.70 	366.30 	353.30 	287.90 	270.10 	272.80 	237.48 	193.48 
A,A4200,THS_HD,EL52	537.00 	539.70 	515.40 	482.50 	461.60 	438.50 	440.30 	369.50 	364.60 	319.00 	309.82 	307.07 
A,A4200,THS_HD,EL53	170.30 	160.80 	154.70 	156.70 	153.20 	143.60 	146.70 	146.50 	146.80 	108.80 	115.79 	101.47 
A,A4200,THS_HD,EL54	189.50 	190.10 	183.10 	178.00 	180.40 	166.90 	149.60 	127.20 	115.80 	129.00 	103.08 	102.01 
A,A4200,THS_HD,EL61	439.40 	438.20 	432.20 	393.70 	383.50 	370.80 	372.80 	300.00 	278.40 	321.70 	242.07 	196.14 
A,A4200,THS_HD,EL62	133.40 	134.30 	121.70 	107.70 	114.20 	105.50 	116.70 	101.30 	103.30 	106.30 	87.35 	72.07 
A,A4200,THS_HD,EL63	519.20 	495.60 	467.60 	467.30 	452.70 	447.70 	444.70 	382.10 	354.00 	375.30 	402.35 	316.22 
A,A4200,THS_HD,EL64	376.40 	369.70 	348.10 	341.80 	328.30 	316.20 	310.40 	241.10 	217.60 	223.90 	221.40 	214.08 
A,A4200,THS_HD,EL65	496.10 	479.20 	457.00 	441.10 	427.40 	409.70 	391.00 	365.20 	399.30 	343.70 	312.37 	291.70 
A,A4200,THS_HD,ES11	42.88 	44.71 	43.89 	54.38 	56.21 	50.52 p	46.54 	44.70 	44.28 	40.25 	37.78 	36.74 
A,A4200,THS_HD,ES12	31.21 	32.30 	32.16 	30.99 	31.02 	45.28 p	39.68 	37.75 	35.85 	35.36 	34.13 	33.03 
A,A4200,THS_HD,ES13	22.73 	21.41 	30.80 	25.46 	27.77 	23.59 p	21.80 	20.02 	20.56 	19.63 	19.78 	21.98 
A,A4200,THS_HD,ES21	28.10 	28.02 	26.41 	28.73 	27.44 	26.70 p	26.06 	26.80 	27.35 	27.84 	26.91 	29.66 
A,A4200,THS_HD,ES22	12.44 	12.71 	12.97 	12.99 	13.01 	12.95 p	13.01 	12.76 	14.27 	15.35 	15.20 	14.98 
A,A4200,THS_HD,ES23	12.44 	11.88 	13.55 	14.73 	14.26 	12.75 p	12.59 	11.34 	11.28 	10.02 	8.94 	8.99 
A,A4200,THS_HD,ES24	57.46 	61.11 	57.15 	56.31 	55.73 	54.92 p	53.51 	51.00 	50.01 	47.47 	46.36 	45.08 
A,A4200,THS_HD,ES30	25.72 	30.46 	32.10 	33.60 	35.15 p	36.47 p	39.25 	39.68 	40.39 	37.66 	33.71 	37.57 
A,A4200,THS_HD,ES41	138.74 	138.68 	142.50 	152.61 	153.59 	151.73 p	145.72 	148.90 	149.33 	140.30 	135.43 	132.68 
A,A4200,THS_HD,ES42	413.30 	427.20 	470.41 	614.88 	594.15 	435.49 p	410.16 	387.22 	368.60 	360.35 	320.25 	317.84 
A,A4200,THS_HD,ES43	251.61 	261.56 	282.98 	298.36 	306.51 	284.41 p	267.02 	267.10 	255.87 	239.61 	220.04 	221.56 
