freq,hatchitm,animals,unit,geo\TIME_PERIOD	1967 	1968 	1969 	1970 	1971 	1972 	1973 	1974 	1975 	1976 	1977 	1978 	1979 	1980 	1981 	1982 	1983 	1984 	1985 	1986 	1987 	1988 	1989 	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,CU,A5130O,THS,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	190 	1311 	1286 	1495 	1330 	1386 	121 	1300 	: 	: 	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,CU,A5130O,THS,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6692 	8238 	7475 	6723.9 	6086.3 	5970.5 	6078.2 p	6556.7 	6224.2 	6441.7 	7435.8 	7273.63 	7229.38 	8882.68 	8937.23 	10337.59 	10309.66 	8907.81 	8125.52 	8534.88 	8809.49 	7702.15 	6219.86 	8082.89 
A,CU,A5130O,THS,IE	: 	: 	: 	: 	: 	: 	2140.9 	2281.7 	2341 	2487.3 	2431.2 	2361.2 	2093 	1964.9 	1848.6 	2429 	2158.5 	2222.9 	2099.6 	2029.1 	2115.2 	1673.5 	1679.5 	1932.2 	1962.2 	1759.5 	1427.1 	1579.9 	1548 	1532.6 	1767.5 	1270.5 	1071.7 	592.9 	993.3 	1396.6 	1082.5 	1791.7 	1750.6 	1643.3 	1662.4 	1668.9 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,CU,A5130O,THS,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: @C	: @C	: @C	: @C	231.58 	200.68 	209.71 	212.45 	200.46 	: 	180.96 	: 	253.56 
A,CU,A5130O,THS,IT	: 	: 	: 	: 	: 	: 	26222 	28673.2 	30512.2 	31717.9 	33563.9 	37902.6 	29636.4 	34086.8 	32745 	28059 	24833.6 	20837.8 	22006.8 	27903 	30567 	24625.8 	22899.9 	25849.7 	26740.5 	25081 	23106 	26473 	24879 	25606 	23667 	42453 	42659 	40067 	38642 	40799 e	41763 	42404 	42508 	42087 	42089 	: 	19264 	42857 	40814 	32905 	30986 	18480 p	4367 p	3269 p	3965 p	6080 p	4371 p	8407 p	15971 p	10011 p	8318 	3482 
A,CU,A5130O,THS,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3540 	2299 	2631 	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	0 	0 	0 	0 	0 	: @C	: @C	0 	0 	0 
A,CU,A5130O,THS,LU	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
A,CU,A5130O,THS,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1280.6 	: 	: 	1500.7 	994 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,CU,A5130O,THS,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	125.8 	203.4 	172.6 	675.5 	84.7 	: @C	: @C	: @C	: @C	34.3 	: @C	: @C	: @C	: @C	: @C	0 	0 	0 	0 	0 
A,CU,A5130O,THS,NL	: 	: 	: 	: 	: 	: 	16520 	19335 	18306 	20599 	25714 	29217 	31047 	34109 	39231 	38853 	44031 	44460 	43420 	40357 	42118 	43013 	43469 	39849 	37755 	38301 	35626 	36649 	30950 	33100 	38259 	38326 p	37110 	37782 	34089 p	30819 p	23286 p	32567 	33053.2 	34121 	39264 	38920 	38422 	40955 	38224 	37332 	38665 	40247 	39980 p	46142 	48030 	39192 	47157 	41815 	43048 	42908.15 	42303.42 	39017.23 
A,CU,A5130O,THS,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	27929.1 	27691.1 	23499.2 	23030.3 	25812.5 	23860.6 p	28282 p	33464.6 p	27423 p	29317.7 p	28727.36 p	29040.77 p	30860.76 p	30372.03 p	34474.5 p	36471.04 p	35950.15 p	34622.4 p	40320.8 p	35509.91 p	36095.65 p	31098.44 p
A,CU,A5130O,THS,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4152 	4777 	5348 	4010 	3982.1 	6072 	5390 	6645 	5337 	5011 	4873 	4760 	4789 	4683 	4894.5 	4880 	4740.6 	5101.6 	7999.1 	9490.2 	: 	: 	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,CU,A5130O,THS,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1431.7 	2565.1 	3198.9 	3565.3 	3901.6 	4025.6 	3737.4 	2346.4 	1678.4 	1627.3 	598 	389.3 	371.6 	76.18 	1262.37 	143.7 	0 	25.4 	75.3 
A,CU,A5130O,THS,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3857 	3844.56 	3334.76 	3551.8 	3682.51 	3688.24 
A,CU,A5130O,THS,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5682.5 	5474.6 	5474 	: 	: 	: 	4193 	5065 	5541 	5730 p	5662 	5308 	5785 	6101 	5956 	5972 	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,CU,A5130O,THS,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	905.3 	912.6 	915 	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,CU,A5130O,THS,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4041 	: 	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,CU,A5130O,THS,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	52333 	62148 	61819.39 	65052.8 	68707.11 	70302.39 	70265.95 	64452.44 	66427.81 	70939.3 	74684.29 	76228.85 
A,CU,A5130O,THS,UK	: 	: 	: 	: 	: 	: 	55865 	55166 	52825 	53248 	54136 	48509 	45307 	39951 	41903 	41074 	36184 	35053 	35749 	35244 	36785 	34516 	30613 	33958 	33588 	32758 	32063.8 	34870.9 	33043 	33637.9 	34334.7 	31586.3 	31322.7 	33528 	31492.6 	32826.3 	32608.9 	33126.2 	31476 	31499.5 	31416.7 p	31083.8 p	33928.1 p	34490.6 p	32189.1 p	34729.1 p	33816.13 p	35320.79 p	36368.78 p	44485.52 p	38353.56 	40147.89 	38670.36 	: 	: 	: 	: 	: 
A,CU,A5130ON,THS,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.6 	0.6 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,CU,A5130ON,THS,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	: 	0 	0 	0 	0 	: 	0 e	0 e	0 
A,CU,A5130ON,THS,BE	: 	: 	: 	266.6 	265.7 	256.4 	122 	138.7 	113.2 	112 	71 	54 	33 	45 	80 	117 	78 	98 	87 	74 	41.2 	110 	163 	76.5 	144 	170 	109 	145 	180 	71 	35 	15 	0 	109 	10 	7 	0 	0 	73 	91.2 	171.7 	0 b	0 	0 	0 	0 	0 	0.77 	0 	0 	2.37 	0 	0 	0 	0 	0 	0 	0 
A,CU,A5130ON,THS,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	0 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: @C	0 p	0 p	0 
A,CU,A5130ON,THS,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	: 	: 	: 	0 p	0 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,CU,A5130ON,THS,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	202 	155 	205.5 	79 	: 	: 	59 	155.1 	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,CU,A5130ON,THS,DE	: 	: 	: 	: 	1925.8 	1489.2 	2378.5 	2164.2 	1455.3 	1682.9 	1421.4 	1225.1 	1306.1 	1199.2 	1334.8 	1396.5 	1405.4 	1619.2 	1506.5 	1828.1 	1972 	2024.1 	1863.2 	2520.1 	2398.1 b	2247.7 	2704.6 	2517.1 	2653.1 	2897.8 	3021 	3638.8 	3803.9 	3707.7 	4262.3 	: 	: 	: 	: 	: 	: 	: 	: @C	: 	: 	: 	: @C	: @C	: @C	: 	: 	: 	: 	: 	: 	: @C	: @C	: 
A,CU,A5130ON,THS,DK	: 	: 	: 	: 	: 	: 	145.6 	161.4 	107.4 	35.3 	22.6 	17.4 	14.9 	38.2 	21.7 	73.5 	71.8 	20 	11.8 	1.9 	0 	0 	5 	5 	6 	0 	0 	0 	0 	: 	0 	0 	0 	0 	0 	0 	0 	: 	: 	0 	: 	0 	0 	0 	0 	: 	: 	: 	: 	: @C	: @C	: @C	0 	0 	0 	0 	0 	0 
A,CU,A5130ON,THS,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,CU,A5130ON,THS,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 p	0 	0 	0 	0 	: 	0 	0 	0 	0 	0 	0 	0 	: 	0 	: 	0 	0 	0 	: 	: 	: 	: @C	: @C	0 	: @C	: @C	: @C	: @C	: @C	: @C	: @C	0 	0 	0 	0 	0 
A,CU,A5130ON,THS,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3460 e	3166 	14 	: 	358 	0 	0 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	0 	: 	0 p	0 p	0 p	0 p	0 p	0 p	0 p	0 p	0 p	805.59 p	1844.43 p	3995.68 p	3980.96 p	3719.87 	3726.78 	5585.35 
A,CU,A5130ON,THS,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	67 	47 	70 	59 	50 	58 	55 	60 	66 	26 	60 	42 	35 	21 	35 	32 	33 	20 	39 	30 	38 	35 	25 	36 	23 	24 	33 
A,CU,A5130ON,THS,FR	: 	: 	: 	: 	: 	: 	1773 	1804 	1142 	1141 	1238 	1392 	1164 	1262 	1271 	1413 	1448 	1480 	1405 	1729 	1875 	1529 	1603 	1499 	1743 	1701 	2011 	2353 	2513 	2315 	2674 	2179 	2362 	2634 	2347 	2074 	2193 	3143 	2925 	2380 	2514.9 	2400.8 p	: @C	: @C	: @C	: @C	: @C	: @C	3047.73 p	2458.95 p	2533.52 p	2814.05 p	3690.81 p	4142.24 p	4489.18 p	4075.44 p	4472.86 p	5010.41 
A,CU,A5130ON,THS,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 	0 	0 n	0 n	0 n	0 n	0 n	0 n	0 n	0 n	0 n
A,CU,A5130ON,THS,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	667 	765 	843.6 	500.7 	362.3 	587.8 	447.1 	587.9 	475.1 	640.7 	413.7 	425.23 	403.18 	144.59 	559.36 	494.82 	613.87 	593.87 	603.22 	532.82 	722.53 	624.21 	657.77 	780.74 
A,CU,A5130ON,THS,IE	: 	: 	: 	: 	: 	: 	148.9 	198.5 	246.5 	247 	360.8 	191.6 	183.9 	203.5 	214.5 	97.8 	53.3 	44.9 	16.2 	39.4 	57.7 	68.8 	: 	27.4 	24 	24 	: 	19 	6 	12.7 	6 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,CU,A5130ON,THS,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: @C	: @C	: @C	: @C	6.02 	6.4 	5.96 	5.43 	0 	: 	7.03 	: 	4.76 
A,CU,A5130ON,THS,IT	: 	: 	: 	: 	: 	: 	674.9 	674.9 	771.5 	943.5 	882.6 	323.6 	462.4 	544 	374 	553 	654.1 	769.9 	794.9 	1208 	1318 	858.5 	625.1 	743.4 	1061.5 	1030 	881 	921 	932 	988 	1222 	959 	896 	1101 	1091 	1247 e	1208 	1219 	1210 	1296 	1226 	: 	2991 	5495 	287 	2062 	132 	13 p	0 p	780 p	409 p	141 p	0 p	0 p	3674 p	3909 p	3685 	3658 
A,CU,A5130ON,THS,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,CU,A5130ON,THS,LU	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
A,CU,A5130ON,THS,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,CU,A5130ON,THS,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	208.4 	0 	0 	0 	: @C	: @C	: @C	0 	: @C	: @C	: @C	: @C	: @C	0 	0 	0 	0 	0 
A,CU,A5130ON,THS,NL	: 	: 	: 	: 	: 	: 	552 	1278 	879 	1064 	1181 	1055 	1085 	1154 	1702 	2208 	1932 	2051 	1904 	1518 	2563 	1539 	1307 	1736 	1468 	1519 	1614 	1904 	1924 	1455 	1436 	1079 p	296 	106 	0 p	0 p	0 p	2137.2 	2336.4 	2849 	2838.8 	2673 	2432 	3213 	2740 	2599 	2466 	2379 	2346 p	2291 	2594 	2513 	2553 	2481 	2368 	2414.13 	2601 	2590.85 
A,CU,A5130ON,THS,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	112.6 	: 	: 	: 	: 	: 	73.3 p	56.7 p	44.4 p	78.61 p	61.18 p	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,CU,A5130ON,THS,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	123 	1170 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,CU,A5130ON,THS,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,CU,A5130ON,THS,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,CU,A5130ON,THS,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	225.9 	121.9 	106 	: 	: 	: 	94 	86 	69 	59 p	80 	72 	0 	0 	0 	0 	0 	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,CU,A5130ON,THS,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: @C	: @C	: @C	: @C	: @C	: @C
A,CU,A5130ON,THS,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,CU,A5130ON,THS,UK	: 	: 	: 	: 	: 	: 	: 	1018 	793 	824 	605 	1820 	1626 	1777 	1437 	1460 	1116 	644 	1077 	1059 	1495 	2249 	1121 	1297 	1386 	898 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 p	0 p	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,CU,A5130P,THS,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	53579.2 	54122.1 	55347.1 	49845.2 	50757.9 	46428.1 	48477.5 	49186.9 	52492.9 	50899.9 	49819.1 	47574.2 	55160.8 	51557.4 	61639.8 	67324.5 	66632.1 	65303.5 	63952.17 	69818.21 	74527.32 	79358.06 	81516.95 	83076.71 	81636.75 	84876.67 	86990.15 	88282.11 	88694.5 	91986.79 
A,CU,A5130P,THS,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	39648 	39615 	39713 	40098 	40436 	41579 	41530 	: 	43757 e	40220 e	44869 e
A,CU,A5130P,THS,BE	: 	: 	: 	84003.2 	82914.3 	80182.4 	80302.4 	76050 	77047 	77397 	73572 	74962 	72804 	74711 	85538 	95391 	86836 	88735 	88354 	97200 	99401 	103650 	106782 	116220 	120046 	130768 	138434 	153455 	180553 	196454 	217112 	234703 	218832 	228316 	230044 	230022 	215672 	214430 	175127 	172692.7 	181385 	164873.4 b	160398.6 	174065.8 	183019.3 	184937 	193929.48 	219502.24 	237635.64 	250334.92 	258063.21 	258188.5 	256511.58 	272430.75 	248029.85 	260698.08 	250491 	294145.52 
A,CU,A5130P,THS,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	49147 	61800.3 	63773.3 	72365 	64379 	64707 	67541 	61554.07 	63700.86 	71173.36 	70987.3 	78101 	80672.1 	74865.8 	67509.1 	68946.7 	74763.51 p	: @C	75685.88 p
A,CU,A5130P,THS,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18748.7 	19375 	18478.7 	16574.5 	16769 	13941.4 	15168.1 	14678.9 	14281.7 	14501.1 	13839 	12735.15 	10984.84 	11062.77 	11699.08 	3847.02 	12.5 	13348 	13439.07 	13362.26 	13369.11 	13472.4 	13733.68 	12954.16 
A,CU,A5130P,THS,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	184225 	171279 	189911 	204694 	200271 	212502 	197924 	191077 	196435 	184406.5 	185494.3 	181498.36 	210493.23 	216757.11 	194405.95 	201120.29 	219634.45 	210720.91 	206264.81 	206738.58 	209593.78 	209113.76 	212143.57 
A,CU,A5130P,THS,DE	: 	: 	: 	: 	: 	: 	183708.9 	171399.8 	192531.1 	221488.8 	237329.2 	246235.2 	250899.3 	256747.9 	259489.3 	263143.4 	236326.5 	237051.4 	217619 	219260 	231245 	232041 	236718 	237108 	283896 b	316640 	320624 	326832.2 	306013.8 	315140.5 	320723.7 	330812.9 	338221.6 	349338.4 	354329.5 	: 	414729.7 	437554.7 	427806.2 	448176 	480539.4 	544506.1 	584953 	611201.8 	645650.6 	647515.3 	654164.85 	673552.09 	682853.31 	680320.64 p	677249.83 p	654132.22 p	658150.91 p	648113.55 p	666361.55 p	673903.99 p	624397.62 p	672465.95 p
A,CU,A5130P,THS,DK	: 	: 	: 	: 	: 	: 	69730.2 	72366.6 	67681.8 	73377.9 	75258.8 	74983.5 	73832.2 	70710.6 	78758.2 	83155.4 	80698 	80983.2 	83780 	82987.8 	87712 	90385.9 	96937.7 	100106 	103866 	114478 	119758 	123806 	110840 	: 	124576 	132405 	147318 	148077 	153758 	146943 	148277 	: 	136564 	119753 	120703 	130161 	135486 	140718 	141079 	: 	: 	: 	: 	: @C	: @C	: @C	116849 	111362 	98010 	86453.82 	82435.34 	86780.63 
A,CU,A5130P,THS,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: @C	: @C	: @C	8835 	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,CU,A5130P,THS,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	67237 	65517 	63939 	67705 	67678 	67687 	68700 	73684 	77169 	78011 	80315 	84100 	85818 	87723 	86933 	79315 	82466 	85760 	82281 	92276 	100951 e	98075 	102535 e	110096 	104488 	99850 	115606 	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	133889 	145272 	152857.36 	157637.56 	161290.85 
